,name,wave,ESO DPR TYPE,DATE-OBS,MJD-OBS,flat_bin
4127,UVES.2014-03-11T11:51:29.070.fits,437.0,"LAMP,ORDERDEF",2014-03-11T11:51:29.070,56727.494086462,1
5242,UVES.2014-03-11T11:53:35.311.fits,437.0,"LAMP,FLAT",2014-03-11T11:53:35.311,56727.495547584,1
704,UVES.2014-03-11T11:56:37.028.fits,437.0,"LAMP,FLAT",2014-03-11T11:56:37.027,56727.497650785,1
1530,UVES.2014-03-11T11:59:38.723.fits,437.0,"LAMP,FLAT",2014-03-11T11:59:38.723,56727.499753744,1
1153,UVES.2014-03-11T12:02:40.399.fits,437.0,"LAMP,FLAT",2014-03-11T12:02:40.399,56727.501856472,1
5260,UVES.2014-03-11T12:05:42.484.fits,437.0,"LAMP,FLAT",2014-03-11T12:05:42.484,56727.503963945,1
4991,UVES.2014-03-11T12:08:44.210.fits,437.0,"LAMP,FLAT",2014-03-11T12:08:44.210,56727.506067252,1
5865,UVES.2014-03-11T12:11:45.926.fits,437.0,"LAMP,FLAT",2014-03-11T12:11:45.926,56727.508170443,1
5527,UVES.2014-03-11T12:14:47.792.fits,437.0,"LAMP,FLAT",2014-03-11T12:14:47.791,56727.51027537,1
5545,UVES.2014-03-11T12:17:49.428.fits,437.0,"LAMP,FLAT",2014-03-11T12:17:49.427,56727.512377636,1
1444,UVES.2014-03-11T12:20:51.284.fits,437.0,"LAMP,FLAT",2014-03-11T12:20:51.283,56727.514482448,1
615,UVES.2014-03-11T12:23:52.909.fits,437.0,"LAMP,FLAT",2014-03-11T12:23:52.909,56727.516584598,1
1472,UVES.2014-03-11T12:26:54.835.fits,437.0,"LAMP,FLAT",2014-03-11T12:26:54.835,56727.518690221,1
4447,UVES.2014-03-11T12:29:56.391.fits,437.0,"LAMP,FLAT",2014-03-11T12:29:56.390,56727.520791561,1
3813,UVES.2014-03-11T12:32:58.067.fits,437.0,"LAMP,FLAT",2014-03-11T12:32:58.066,56727.522894292,1
2469,UVES.2014-03-11T12:35:59.703.fits,437.0,"LAMP,FLAT",2014-03-11T12:35:59.702,56727.524996561,1
1783,UVES.2014-03-11T12:39:01.589.fits,437.0,"LAMP,FLAT",2014-03-11T12:39:01.588,56727.527101721,1
3745,UVES.2014-03-11T12:42:03.404.fits,437.0,"LAMP,FLAT",2014-03-11T12:42:03.404,56727.529206075,1
4864,UVES.2014-03-11T12:45:05.231.fits,437.0,"LAMP,FLAT",2014-03-11T12:45:05.230,56727.531310543,1
4710,UVES.2014-03-11T12:48:07.127.fits,437.0,"LAMP,FLAT",2014-03-11T12:48:07.127,56727.533415825,1
5407,UVES.2014-03-11T12:51:09.103.fits,437.0,"LAMP,FLAT",2014-03-11T12:51:09.103,56727.535522029,1
1791,UVES.2014-03-11T12:54:10.779.fits,437.0,"LAMP,FLAT",2014-03-11T12:54:10.779,56727.537624761,1
577,UVES.2014-03-11T12:57:12.466.fits,437.0,"LAMP,FLAT",2014-03-11T12:57:12.465,56727.539727608,1
420,UVES.2014-03-11T13:00:14.522.fits,437.0,"LAMP,FLAT",2014-03-11T13:00:14.521,56727.541834737,1
3925,UVES.2014-03-11T13:03:16.497.fits,437.0,"LAMP,FLAT",2014-03-11T13:03:16.497,56727.543940939,1
2257,UVES.2014-03-11T13:06:18.053.fits,437.0,"LAMP,FLAT",2014-03-11T13:06:18.053,56727.546042281,1
5500,UVES.2014-03-11T13:09:19.869.fits,437.0,"LAMP,FLAT",2014-03-11T13:09:19.869,56727.548146632,1
1158,UVES.2014-03-11T13:12:21.455.fits,437.0,"LAMP,FLAT",2014-03-11T13:12:21.454,56727.55024832,1
1211,UVES.2014-03-11T13:15:23.261.fits,437.0,"LAMP,FLAT",2014-03-11T13:15:23.260,56727.552352556,1
1325,UVES.2014-03-11T13:18:24.957.fits,437.0,"LAMP,FLAT",2014-03-11T13:18:24.956,56727.554455517,1
263,UVES.2014-03-11T13:21:26.743.fits,437.0,"LAMP,FLAT",2014-03-11T13:21:26.742,56727.556559521,1
104,UVES.2014-03-11T13:24:28.429.fits,437.0,"LAMP,FLAT",2014-03-11T13:24:28.428,56727.558662366,1
1979,UVES.2014-03-11T13:27:29.965.fits,437.0,"LAMP,FLAT",2014-03-11T13:27:29.964,56727.560763476,1
355,UVES.2014-03-11T13:30:31.850.fits,437.0,"LAMP,FLAT",2014-03-11T13:30:31.850,56727.562868637,1
5180,UVES.2014-03-11T13:33:33.626.fits,437.0,"LAMP,FLAT",2014-03-11T13:33:33.626,56727.564972525,1
2104,UVES.2014-03-11T13:36:35.542.fits,437.0,"LAMP,FLAT",2014-03-11T13:36:35.542,56727.567078033,1
1534,UVES.2014-03-11T13:39:37.558.fits,437.0,"LAMP,FLAT",2014-03-11T13:39:37.558,56727.569184699,1
2222,UVES.2014-03-11T13:42:39.124.fits,437.0,"LAMP,FLAT",2014-03-11T13:42:39.123,56727.571286156,1
1557,UVES.2014-03-11T13:45:40.780.fits,437.0,"LAMP,FLAT",2014-03-11T13:45:40.779,56727.573388655,1
4056,UVES.2014-03-11T13:48:42.496.fits,437.0,"LAMP,FLAT",2014-03-11T13:48:42.495,56727.575491848,1
819,UVES.2014-03-11T13:51:44.251.fits,437.0,"LAMP,FLAT",2014-03-11T13:51:44.251,56727.577595504,1
5322,UVES.2014-03-11T13:54:45.837.fits,437.0,"LAMP,FLAT",2014-03-11T13:54:45.837,56727.579697193,1
4719,UVES.2014-03-11T13:57:47.663.fits,437.0,"LAMP,FLAT",2014-03-11T13:57:47.663,56727.58180166,1
6089,UVES.2014-03-11T14:00:49.770.fits,437.0,"LAMP,FLAT",2014-03-11T14:00:49.769,56727.583909367,1
5317,UVES.2014-03-11T14:03:51.395.fits,437.0,"LAMP,FLAT",2014-03-11T14:03:51.395,56727.586011518,1
2283,UVES.2014-03-11T14:06:53.391.fits,437.0,"LAMP,FLAT",2014-03-11T14:06:53.391,56727.588117953,1
3001,UVES.2014-03-11T14:09:55.267.fits,437.0,"LAMP,FLAT",2014-03-11T14:09:55.267,56727.590222998,1
2525,UVES.2014-03-11T14:12:57.173.fits,437.0,"LAMP,FLAT",2014-03-11T14:12:57.172,56727.592328391,1
272,UVES.2014-03-11T14:15:58.689.fits,437.0,"LAMP,FLAT",2014-03-11T14:15:58.688,56727.594429269,1
843,UVES.2014-03-11T14:19:00.374.fits,437.0,"LAMP,FLAT",2014-03-11T14:19:00.374,56727.596532115,1
4549,UVES.2014-03-11T14:22:01.940.fits,437.0,"LAMP,FLAT",2014-03-11T14:22:01.940,56727.598633572,1
826,UVES.2014-03-11T14:25:03.446.fits,437.0,"LAMP,FLAT",2014-03-11T14:25:03.446,56727.600734334,1
4164,UVES.2014-03-11T14:28:05.373.fits,437.0,"LAMP,FLAT",2014-03-11T14:28:05.372,56727.602839959,1
1608,UVES.2014-03-11T14:31:07.199.fits,437.0,"LAMP,FLAT",2014-03-11T14:31:07.198,56727.604944426,1
6224,UVES.2014-03-12T11:51:56.789.fits,437.0,"LAMP,FMTCHK",2014-03-12T11:51:56.788,56728.494407278,1
5010,UVES.2014-03-12T11:53:55.449.fits,437.0,"LAMP,ORDERDEF",2014-03-12T11:53:55.449,56728.495780662,1
529,UVES.2014-03-12T11:56:01.930.fits,437.0,"LAMP,FLAT",2014-03-12T11:56:01.929,56728.497244558,1
934,UVES.2014-03-12T11:59:03.976.fits,437.0,"LAMP,FLAT",2014-03-12T11:59:03.975,56728.499351571,1
839,UVES.2014-03-12T12:02:05.512.fits,437.0,"LAMP,FLAT",2014-03-12T12:02:05.511,56728.501452681,1
12,UVES.2014-03-12T12:05:07.187.fits,437.0,"LAMP,FLAT",2014-03-12T12:05:07.187,56728.503555413,1
315,UVES.2014-03-12T12:08:08.824.fits,437.0,"LAMP,FLAT",2014-03-12T12:08:08.823,56728.505657678,1
3153,UVES.2014-03-21T16:21:31.751.fits,437.0,"LAMP,FMTCHK",2014-03-21T16:21:31.750,56737.681617485,1
5674,UVES.2014-03-21T16:23:29.941.fits,437.0,"LAMP,ORDERDEF",2014-03-21T16:23:29.941,56737.682985429,1
3556,UVES.2014-03-21T16:50:31.443.fits,437.0,"LAMP,FLAT",2014-03-21T16:50:31.443,56737.701752814,1
1690,UVES.2014-03-21T16:53:33.019.fits,437.0,"LAMP,FLAT",2014-03-21T16:53:33.019,56737.703854391,1
1233,UVES.2014-03-21T16:56:34.625.fits,437.0,"LAMP,FLAT",2014-03-21T16:56:34.624,56737.705956307,1
1286,UVES.2014-03-21T16:59:36.050.fits,437.0,"LAMP,FLAT",2014-03-21T16:59:36.050,56737.708056144,1
3617,UVES.2014-03-21T17:02:37.887.fits,437.0,"LAMP,FLAT",2014-03-21T17:02:37.886,56737.710160727,1
2429,UVES.2014-04-16T12:07:18.003.fits,437.0,"LAMP,FLAT",2014-04-16T12:07:18.002,56763.505069477,1
3666,UVES.2014-04-16T12:10:19.679.fits,437.0,"LAMP,FLAT",2014-04-16T12:10:19.678,56763.507172207,1
5510,UVES.2014-04-16T12:13:21.305.fits,437.0,"LAMP,FLAT",2014-04-16T12:13:21.304,56763.509274358,1
2192,UVES.2014-04-16T12:16:22.850.fits,437.0,"LAMP,FLAT",2014-04-16T12:16:22.850,56763.511375584,1
3259,UVES.2014-04-16T12:19:24.456.fits,437.0,"LAMP,FLAT",2014-04-16T12:19:24.456,56763.513477503,1
3626,UVES.2014-06-18T17:34:55.499.fits,437.0,"LAMP,FMTCHK",2014-06-18T17:34:55.498,56826.732586786,1
2846,UVES.2014-06-18T17:36:53.699.fits,437.0,"LAMP,ORDERDEF",2014-06-18T17:36:53.698,56826.733954848,1
5118,UVES.2014-06-18T17:39:00.530.fits,437.0,"LAMP,FLAT",2014-06-18T17:39:00.529,56826.735422801,1
161,UVES.2014-06-18T17:42:02.106.fits,437.0,"LAMP,FLAT",2014-06-18T17:42:02.105,56826.737524374,1
1277,UVES.2014-06-18T17:45:04.012.fits,437.0,"LAMP,FLAT",2014-06-18T17:45:04.011,56826.739629768,1
4183,UVES.2014-06-18T17:48:05.888.fits,437.0,"LAMP,FLAT",2014-06-18T17:48:05.887,56826.741734813,1
1359,UVES.2014-06-18T17:51:07.454.fits,437.0,"LAMP,FLAT",2014-06-18T17:51:07.453,56826.74383627,1
4866,UVES.2014-09-11T18:56:00.018.fits,437.0,"LAMP,FLAT",2014-09-11T18:56:00.018,56911.788889098,1
4889,UVES.2014-09-23T11:15:48.863.fits,437.0,"LAMP,FLAT",2014-09-23T11:15:48.862,56923.469315541,1
3600,UVES.2014-09-23T11:18:50.767.fits,437.0,"LAMP,FLAT",2014-09-23T11:18:50.767,56923.471420923,1
1340,UVES.2014-09-23T11:21:52.333.fits,437.0,"LAMP,FLAT",2014-09-23T11:21:52.332,56923.473522372,1
5511,UVES.2014-09-23T11:24:54.248.fits,437.0,"LAMP,FLAT",2014-09-23T11:24:54.247,56923.475627869,1
2382,UVES.2014-09-23T11:27:55.973.fits,437.0,"LAMP,FLAT",2014-09-23T11:27:55.972,56923.477731169,1
6319,UVES.2014-09-27T11:45:45.291.fits,437.0,"LAMP,FMTCHK",2014-09-27T11:45:45.291,56927.490107539,1
491,UVES.2014-09-27T11:47:44.012.fits,437.0,"LAMP,ORDERDEF",2014-09-27T11:47:44.011,56927.491481616,1
5346,UVES.2014-09-27T11:49:50.563.fits,437.0,"LAMP,FLAT",2014-09-27T11:49:50.562,56927.492946325,1
1066,UVES.2014-09-27T11:52:52.778.fits,437.0,"LAMP,FLAT",2014-09-27T11:52:52.778,56927.495055304,1
503,UVES.2014-09-27T11:55:54.584.fits,437.0,"LAMP,FLAT",2014-09-27T11:55:54.584,56927.497159538,1
916,UVES.2014-09-27T11:58:56.340.fits,437.0,"LAMP,FLAT",2014-09-27T11:58:56.339,56927.499263193,1
847,UVES.2014-09-27T12:01:57.965.fits,437.0,"LAMP,FLAT",2014-09-27T12:01:57.965,56927.501365343,1
5113,UVES.2014-09-30T13:41:06.261.fits,437.0,"LAMP,FLAT",2014-09-30T13:41:06.260,56930.570211353,1
5045,UVES.2014-09-30T13:44:08.197.fits,437.0,"LAMP,FLAT",2014-09-30T13:44:08.196,56930.572317091,1
2953,UVES.2014-09-30T13:47:10.222.fits,437.0,"LAMP,FLAT",2014-09-30T13:47:10.222,56930.574423869,1
2579,UVES.2014-09-30T13:50:12.078.fits,437.0,"LAMP,FLAT",2014-09-30T13:50:12.078,56930.576528681,1
4800,UVES.2014-09-30T13:53:14.303.fits,437.0,"LAMP,FLAT",2014-09-30T13:53:14.303,56930.578637774,1
6184,UVES.2014-10-02T18:58:48.317.fits,437.0,"LAMP,FLAT",2014-10-02T18:58:48.316,56932.790837,1
1088,UVES.2014-10-02T19:01:49.953.fits,437.0,"LAMP,FLAT",2014-10-02T19:01:49.952,56932.792939268,1
5116,UVES.2014-10-02T19:04:51.629.fits,437.0,"LAMP,FLAT",2014-10-02T19:04:51.628,56932.795041998,1
5384,UVES.2014-10-02T19:07:53.504.fits,437.0,"LAMP,FLAT",2014-10-02T19:07:53.504,56932.797147044,1
2564,UVES.2014-10-02T19:10:55.131.fits,437.0,"LAMP,FLAT",2014-10-02T19:10:55.130,56932.799249197,1
4208,UVES.2014-10-02T19:13:56.737.fits,437.0,"LAMP,FLAT",2014-10-02T19:13:56.736,56932.801351119,1
5205,UVES.2014-10-02T19:16:58.673.fits,437.0,"LAMP,FLAT",2014-10-02T19:16:58.672,56932.803456859,1
2587,UVES.2014-10-02T19:20:00.709.fits,437.0,"LAMP,FLAT",2014-10-02T19:20:00.708,56932.805563757,1
6149,UVES.2014-10-02T19:23:02.724.fits,437.0,"LAMP,FLAT",2014-10-02T19:23:02.724,56932.807670424,1
2444,UVES.2014-10-02T19:26:04.461.fits,437.0,"LAMP,FLAT",2014-10-02T19:26:04.460,56932.80977385,1
4699,UVES.2014-10-02T19:29:06.317.fits,437.0,"LAMP,FLAT",2014-10-02T19:29:06.316,56932.811878665,1
123,UVES.2014-10-02T19:32:07.913.fits,437.0,"LAMP,FLAT",2014-10-02T19:32:07.912,56932.813980471,1
2355,UVES.2014-10-02T19:35:09.438.fits,437.0,"LAMP,FLAT",2014-10-02T19:35:09.438,56932.816081465,1
5756,UVES.2014-10-02T19:38:11.365.fits,437.0,"LAMP,FLAT",2014-10-02T19:38:11.364,56932.81818709,1
319,UVES.2014-10-02T19:41:13.081.fits,437.0,"LAMP,FLAT",2014-10-02T19:41:13.080,56932.820290285,1
4288,UVES.2014-10-06T12:21:00.757.fits,437.0,"LAMP,FMTCHK",2014-10-06T12:21:00.757,56936.514592096,1
4076,UVES.2014-10-06T12:22:58.648.fits,437.0,"LAMP,ORDERDEF",2014-10-06T12:22:58.647,56936.515956568,1
2638,UVES.2014-10-06T12:25:06.099.fits,437.0,"LAMP,FLAT",2014-10-06T12:25:06.098,56936.517431699,1
3824,UVES.2014-10-06T12:28:07.974.fits,437.0,"LAMP,FLAT",2014-10-06T12:28:07.974,56936.519536744,1
3429,UVES.2014-10-06T12:31:09.621.fits,437.0,"LAMP,FLAT",2014-10-06T12:31:09.620,56936.521639128,1
4842,UVES.2014-10-06T12:34:11.527.fits,437.0,"LAMP,FLAT",2014-10-06T12:34:11.526,56936.523744522,1
5661,UVES.2014-10-06T12:37:13.263.fits,437.0,"LAMP,FLAT",2014-10-06T12:37:13.262,56936.525847949,1
1614,UVES.2014-10-10T11:04:51.112.fits,437.0,"LAMP,FMTCHK",2014-10-10T11:04:51.112,56940.461702693,1
2434,UVES.2014-10-10T11:06:49.923.fits,437.0,"LAMP,ORDERDEF",2014-10-10T11:06:49.922,56940.463077812,1
5339,UVES.2014-10-10T11:08:56.183.fits,437.0,"LAMP,FLAT",2014-10-10T11:08:56.183,56940.464539165,1
3929,UVES.2014-10-10T11:11:58.150.fits,437.0,"LAMP,FLAT",2014-10-10T11:11:58.149,56940.466645251,1
5059,UVES.2014-10-10T11:15:00.125.fits,437.0,"LAMP,FLAT",2014-10-10T11:15:00.125,56940.468751454,1
1407,UVES.2014-10-10T11:18:02.081.fits,437.0,"LAMP,FLAT",2014-10-10T11:18:02.081,56940.47085742,1
4844,UVES.2014-10-10T11:21:04.047.fits,437.0,"LAMP,FLAT",2014-10-10T11:21:04.046,56940.472963505,1
5522,UVES.2014-10-24T10:54:18.922.fits,437.0,"LAMP,FMTCHK",2014-10-24T10:54:18.921,56954.454385668,1
2997,UVES.2014-10-24T10:56:17.382.fits,437.0,"LAMP,ORDERDEF",2014-10-24T10:56:17.382,56954.455756737,1
5035,UVES.2014-10-24T10:58:23.363.fits,437.0,"LAMP,FLAT",2014-10-24T10:58:23.363,56954.457214852,1
2467,UVES.2014-10-24T11:01:25.259.fits,437.0,"LAMP,FLAT",2014-10-24T11:01:25.259,56954.459320131,1
3172,UVES.2014-10-24T11:04:26.815.fits,437.0,"LAMP,FLAT",2014-10-24T11:04:26.815,56954.461421472,1
2792,UVES.2014-10-24T11:07:28.491.fits,437.0,"LAMP,FLAT",2014-10-24T11:07:28.491,56954.463524203,1
2536,UVES.2014-10-24T11:10:30.427.fits,437.0,"LAMP,FLAT",2014-10-24T11:10:30.427,56954.465629944,1
3040,UVES.2014-10-28T10:04:39.450.fits,437.0,"LAMP,FMTCHK",2014-10-28T10:04:39.450,56958.419901043,1
6014,UVES.2014-10-28T10:06:37.820.fits,437.0,"LAMP,ORDERDEF",2014-10-28T10:06:37.820,56958.421271065,1
1454,UVES.2014-10-28T10:08:44.014.fits,437.0,"LAMP,FLAT",2014-10-28T10:08:44.013,56958.422731639,1
4467,UVES.2014-10-28T10:11:45.588.fits,437.0,"LAMP,FLAT",2014-10-28T10:11:45.588,56958.424833205,1
769,UVES.2014-10-28T10:14:47.505.fits,437.0,"LAMP,FLAT",2014-10-28T10:14:47.504,56958.426938707,1
5876,UVES.2014-10-28T10:17:49.280.fits,437.0,"LAMP,FLAT",2014-10-28T10:17:49.279,56958.429042588,1
870,UVES.2014-10-28T10:20:51.335.fits,437.0,"LAMP,FLAT",2014-10-28T10:20:51.334,56958.43114971,1
3337,UVES.2014-10-28T10:23:53.200.fits,437.0,"LAMP,FLAT",2014-10-28T10:23:53.200,56958.433254633,1
2395,UVES.2014-10-28T10:26:54.819.fits,437.0,"LAMP,FLAT",2014-10-28T10:26:54.818,56958.435356696,1
4301,UVES.2014-10-28T10:29:56.454.fits,437.0,"LAMP,FLAT",2014-10-28T10:29:56.453,56958.437458956,1
2858,UVES.2014-10-28T10:32:58.349.fits,437.0,"LAMP,FLAT",2014-10-28T10:32:58.349,56958.439564227,1
2535,UVES.2014-10-28T10:36:00.064.fits,437.0,"LAMP,FLAT",2014-10-28T10:36:00.064,56958.441667415,1
4043,UVES.2014-10-28T10:39:02.030.fits,437.0,"LAMP,FLAT",2014-10-28T10:39:02.029,56958.443773493,1
5611,UVES.2014-10-28T10:42:03.666.fits,437.0,"LAMP,FLAT",2014-10-28T10:42:03.665,56958.445875756,1
2130,UVES.2014-10-28T10:45:05.771.fits,437.0,"LAMP,FLAT",2014-10-28T10:45:05.770,56958.447983458,1
3935,UVES.2014-10-28T10:48:07.506.fits,437.0,"LAMP,FLAT",2014-10-28T10:48:07.506,56958.450086879,1
4112,UVES.2014-10-28T10:51:09.442.fits,437.0,"LAMP,FLAT",2014-10-28T10:51:09.441,56958.452192615,1
2976,UVES.2014-12-09T09:49:50.652.fits,437.0,"LAMP,FMTCHK",2014-12-09T09:49:50.651,57000.409614026,1
132,UVES.2014-12-09T09:51:53.993.fits,437.0,"LAMP,ORDERDEF",2014-12-09T09:51:53.992,57000.41104158,1
5081,UVES.2014-12-09T09:54:00.264.fits,437.0,"LAMP,FLAT",2014-12-09T09:54:00.263,57000.412503049,1
2282,UVES.2014-12-09T09:57:02.039.fits,437.0,"LAMP,FLAT",2014-12-09T09:57:02.039,57000.414606934,1
5056,UVES.2014-12-09T10:00:04.045.fits,437.0,"LAMP,FLAT",2014-12-09T10:00:04.045,57000.416713485,1
4491,UVES.2014-12-09T10:03:05.911.fits,437.0,"LAMP,FLAT",2014-12-09T10:03:05.910,57000.41881841,1
4801,UVES.2014-12-09T10:06:07.756.fits,437.0,"LAMP,FLAT",2014-12-09T10:06:07.756,57000.420923105,1
2935,UVES.2014-12-14T11:15:27.532.fits,437.0,"LAMP,FMTCHK",2014-12-14T11:15:27.532,57005.469068658,1
2822,UVES.2014-12-14T11:18:52.089.fits,437.0,"LAMP,ORDERDEF",2014-12-14T11:18:52.089,57005.471436221,1
3038,UVES.2014-12-14T11:27:25.114.fits,437.0,"LAMP,FLAT",2014-12-14T11:27:25.113,57005.477373997,1
6049,UVES.2014-12-14T11:30:26.709.fits,437.0,"LAMP,FLAT",2014-12-14T11:30:26.708,57005.479475798,1
2068,UVES.2014-12-14T11:33:28.545.fits,437.0,"LAMP,FLAT",2014-12-14T11:33:28.544,57005.481580376,1
354,UVES.2014-12-14T11:36:30.170.fits,437.0,"LAMP,FLAT",2014-12-14T11:36:30.169,57005.483682523,1
6294,UVES.2014-12-14T11:39:32.016.fits,437.0,"LAMP,FLAT",2014-12-14T11:39:32.015,57005.485787217,1
5762,UVES.2014-12-21T10:25:42.442.fits,437.0,"LAMP,FMTCHK",2014-12-21T10:25:42.441,57012.434518996,1
3263,UVES.2014-12-21T10:27:45.222.fits,437.0,"LAMP,ORDERDEF",2014-12-21T10:27:45.221,57012.435940066,1
780,UVES.2014-12-21T10:29:50.702.fits,437.0,"LAMP,FLAT",2014-12-21T10:29:50.702,57012.437392388,1
5890,UVES.2014-12-21T10:32:52.548.fits,437.0,"LAMP,FLAT",2014-12-21T10:32:52.547,57012.439497082,1
2150,UVES.2014-12-21T10:35:54.523.fits,437.0,"LAMP,FLAT",2014-12-21T10:35:54.523,57012.441603279,1
4944,UVES.2014-12-21T10:38:56.679.fits,437.0,"LAMP,FLAT",2014-12-21T10:38:56.678,57012.443711561,1
6150,UVES.2014-12-21T10:41:58.775.fits,437.0,"LAMP,FLAT",2014-12-21T10:41:58.774,57012.445819148,1
2360,UVES.2015-01-01T09:01:30.327.fits,437.0,"LAMP,FMTCHK",2015-01-01T09:01:30.326,57023.376045446,1
41,UVES.2015-01-01T09:03:32.657.fits,437.0,"LAMP,ORDERDEF",2015-01-01T09:03:32.657,57023.377461308,1
3709,UVES.2015-01-01T09:05:38.468.fits,437.0,"LAMP,FLAT",2015-01-01T09:05:38.467,57023.378917453,1
3515,UVES.2015-01-01T09:08:40.214.fits,437.0,"LAMP,FLAT",2015-01-01T09:08:40.213,57023.381020992,1
1462,UVES.2015-01-01T09:11:41.789.fits,437.0,"LAMP,FLAT",2015-01-01T09:11:41.789,57023.383122564,1
2753,UVES.2015-01-01T09:14:43.626.fits,437.0,"LAMP,FLAT",2015-01-01T09:14:43.626,57023.385227154,1
1513,UVES.2015-01-01T09:17:45.332.fits,437.0,"LAMP,FLAT",2015-01-01T09:17:45.331,57023.387330231,1
3690,UVES.2015-01-05T10:09:56.762.fits,437.0,"LAMP,FMTCHK",2015-01-05T10:09:56.762,57027.423573638,1
1621,UVES.2015-01-05T10:12:00.453.fits,437.0,"LAMP,ORDERDEF",2015-01-05T10:12:00.452,57027.425005243,1
1163,UVES.2015-01-05T10:14:06.954.fits,437.0,"LAMP,FLAT",2015-01-05T10:14:06.953,57027.426469374,1
3181,UVES.2015-01-05T10:17:09.020.fits,437.0,"LAMP,FLAT",2015-01-05T10:17:09.019,57027.428576616,1
6000,UVES.2015-01-05T10:20:10.935.fits,437.0,"LAMP,FLAT",2015-01-05T10:20:10.935,57027.430682121,1
3151,UVES.2015-01-05T10:23:12.551.fits,437.0,"LAMP,FLAT",2015-01-05T10:23:12.550,57027.432784154,1
4550,UVES.2015-01-05T10:26:14.377.fits,437.0,"LAMP,FLAT",2015-01-05T10:26:14.376,57027.434888616,1
3134,UVES.2015-03-01T11:09:37.878.fits,437.0,"LAMP,FLAT",2015-03-01T11:09:37.878,57082.46502174,1
2478,UVES.2015-03-01T11:13:01.596.fits,437.0,"LAMP,FLAT",2015-03-01T11:13:01.596,57082.467379584,1
3321,UVES.2015-03-01T11:16:25.223.fits,437.0,"LAMP,FLAT",2015-03-01T11:16:25.223,57082.469736385,1
190,UVES.2015-03-01T11:19:48.831.fits,437.0,"LAMP,FLAT",2015-03-01T11:19:48.831,57082.472092954,1
5073,UVES.2015-03-01T11:23:12.279.fits,437.0,"LAMP,FLAT",2015-03-01T11:23:12.278,57082.474447672,1
2817,UVES.2015-03-01T17:52:28.108.fits,437.0,"LAMP,FLAT",2015-03-01T17:52:28.107,57082.744769768,1
5655,UVES.2015-03-01T17:55:51.716.fits,437.0,"LAMP,FLAT",2015-03-01T17:55:51.715,57082.747126339,1
5813,UVES.2015-03-01T17:59:15.264.fits,437.0,"LAMP,FLAT",2015-03-01T17:59:15.263,57082.749482216,1
5021,UVES.2015-03-01T18:02:39.101.fits,437.0,"LAMP,FLAT",2015-03-01T18:02:39.101,57082.751841451,1
4211,UVES.2015-03-01T18:06:02.219.fits,437.0,"LAMP,FLAT",2015-03-01T18:06:02.219,57082.75419235,1
3266,UVES.2015-03-06T12:11:33.797.fits,437.0,"LAMP,FMTCHK",2015-03-06T12:11:33.797,57087.508030063,1
4974,UVES.2015-03-06T12:13:36.388.fits,437.0,"LAMP,ORDERDEF",2015-03-06T12:13:36.388,57087.509448939,1
3427,UVES.2015-03-06T12:15:43.149.fits,437.0,"LAMP,FLAT",2015-03-06T12:15:43.149,57087.510916083,1
5854,UVES.2015-03-06T12:19:06.658.fits,437.0,"LAMP,FLAT",2015-03-06T12:19:06.657,57087.513271498,1
4237,UVES.2015-03-06T12:22:30.175.fits,437.0,"LAMP,FLAT",2015-03-06T12:22:30.175,57087.51562703,1
4184,UVES.2015-03-06T12:25:53.433.fits,437.0,"LAMP,FLAT",2015-03-06T12:25:53.433,57087.517979552,1
884,UVES.2015-03-06T12:29:16.852.fits,437.0,"LAMP,FLAT",2015-03-06T12:29:16.851,57087.520333926,1
4765,UVES.2015-03-18T12:03:20.484.fits,437.0,"LAMP,ORDERDEF",2015-03-18T12:03:20.484,57099.502320421,1
2093,UVES.2015-03-18T12:05:28.315.fits,437.0,"LAMP,FMTCHK",2015-03-18T12:05:28.314,57099.503799937,1
307,UVES.2015-03-18T13:09:03.766.fits,437.0,"LAMP,FLAT",2015-03-18T13:09:03.765,57099.547960247,1
4407,UVES.2015-03-18T13:12:27.411.fits,437.0,"LAMP,FLAT",2015-03-18T13:12:27.411,57099.550317262,1
113,UVES.2015-03-18T13:15:50.787.fits,437.0,"LAMP,FLAT",2015-03-18T13:15:50.787,57099.552671151,1
4705,UVES.2015-03-18T13:19:14.273.fits,437.0,"LAMP,FLAT",2015-03-18T13:19:14.273,57099.555026314,1
494,UVES.2015-03-18T13:22:37.819.fits,437.0,"LAMP,FLAT",2015-03-18T13:22:37.819,57099.557382171,1
1837,UVES.2015-03-29T15:10:20.269.fits,437.0,"LAMP,ORDERDEF",2015-03-29T15:10:20.268,57110.632179036,1
3367,UVES.2015-03-29T15:12:26.740.fits,437.0,"LAMP,FLAT",2015-03-29T15:12:26.739,57110.633642822,1
3112,UVES.2015-03-29T15:15:28.356.fits,437.0,"LAMP,FLAT",2015-03-29T15:15:28.355,57110.635744857,1
4633,UVES.2015-03-29T15:18:30.472.fits,437.0,"LAMP,FLAT",2015-03-29T15:18:30.471,57110.63785268,1
1840,UVES.2015-03-29T15:21:32.108.fits,437.0,"LAMP,FLAT",2015-03-29T15:21:32.107,57110.639954947,1
1492,UVES.2015-03-29T15:24:33.743.fits,437.0,"LAMP,FLAT",2015-03-29T15:24:33.743,57110.642057214,1
3990,UVES.2014-09-11T18:45:07.413.fits,564.0,"LAMP,FLAT",2014-09-11T18:45:07.413,56911.781335802,1
